proyecto,tipo_obra,fase,actividad,material,cantidad_material,costo_unitario,costo_material,horas_trabajadas,costo_mano_obra,costo_estimado,costo_real,diferencia_costo,porcentaje_desviacion,duracion_estimada,duracion_real,retraso_dias,ciudad,clima
Proyecto_1,Industrial,Instalaciones,Pintura,Cemento,136,78544,10681984,141,2288571,12970555,11077442,-1893113,-14.595466423757502,21,24,3,Medellín,Soleado
Proyecto_12,Industrial,Instalaciones,Vaciado concreto,Grava,152,64951,9872552,81,845397,10717949,12860820,2142871,19.993293492999452,23,21,-2,Cali,Lluvia
Proyecto_6,Industrial,Estructura,Encofrado,Ladrillo,430,50671,21788530,87,1158231,22946761,19175916,-3770845,-16.433016406977874,12,20,8,Cali,Lluvia
Proyecto_5,Industrial,Instalaciones,Instalación eléctrica,Grava,227,59553,13518531,14,200802,13719333,11669775,-2049558,-14.93919565914757,18,16,-2,Medellín,Soleado
Proyecto_18,Comercial,Estructura,Instalación eléctrica,Acero,277,26595,7366815,199,2953558,10320373,11627823,1307450,12.668631259742261,23,31,8,Medellín,Nublado
Proyecto_13,Comercial,Instalaciones,Vaciado concreto,Acero,388,37259,14456492,134,1799620,16256112,18762587,2506475,15.41866222378389,15,21,6,Cali,Lluvia
Proyecto_16,Industrial,Cimentación,Encofrado,Ladrillo,117,23018,2693106,142,1738080,4431186,4421582,-9604,-0.21673655766198938,7,7,0,Barranquilla,Nublado
Proyecto_17,Comercial,Acabados,Excavación,Ladrillo,248,34141,8466968,195,1924455,10391423,9558273,-833150,-8.017669957233,21,24,3,Cali,Nublado
Proyecto_8,Comercial,Estructura,Encofrado,Ladrillo,19,69005,1311095,14,259602,1570697,1993158,422461,26.89640331648943,15,20,5,Bogotá,Lluvia
Proyecto_13,Comercial,Instalaciones,Vaciado concreto,Cemento,22,60299,1326578,173,3298764,4625342,5265204,639862,13.833831098327432,28,25,-3,Bogotá,Nublado
Proyecto_10,Industrial,Cimentación,Instalación eléctrica,Arena,422,13032,5499504,150,2533950,8033454,10035239,2001785,24.918111188537335,16,21,5,Barranquilla,Lluvia
Proyecto_19,Industrial,Cimentación,Excavación,Acero,467,71763,33513321,116,1377152,34890473,31186797,-3703676,-10.615149872000876,16,23,7,Bogotá,Soleado
Proyecto_18,Industrial,Acabados,Encofrado,Cemento,161,74014,11916254,119,1214752,13131006,13622921,491915,3.7462095440364584,8,12,4,Barranquilla,Nublado
Proyecto_20,Comercial,Estructura,Vaciado concreto,Cemento,14,25572,358008,56,505064,863072,1037155,174083,20.170159615883726,10,15,5,Bogotá,Soleado
Proyecto_12,Industrial,Acabados,Pintura,Ladrillo,135,79352,10712520,49,419195,11131715,10513704,-618011,-5.551804012229922,16,17,1,Cali,Soleado
Proyecto_1,Comercial,Cimentación,Instalación eléctrica,Ladrillo,496,23916,11862336,180,2091060,13953396,17598255,3644859,26.121662425405255,22,28,6,Bogotá,Nublado
Proyecto_19,Residencial,Acabados,Excavación,Cemento,235,48144,11313840,19,266741,11580581,13763083,2182502,18.846221964165704,12,16,4,Bogotá,Nublado
Proyecto_13,Residencial,Instalaciones,Instalación eléctrica,Grava,393,59532,23396076,183,3127287,26523363,21672752,-4850611,-18.288069276886194,21,27,6,Medellín,Lluvia
Proyecto_11,Industrial,Cimentación,Instalación eléctrica,Grava,64,33792,2162688,101,1147865,3310553,3168916,-141637,-4.27834866259504,26,31,5,Barranquilla,Lluvia
Proyecto_19,Residencial,Acabados,Vaciado concreto,Acero,246,15291,3761586,13,223899,3985485,4085102,99617,2.499495042635965,20,29,9,Medellín,Soleado
Proyecto_5,Residencial,Acabados,Excavación,Grava,429,67879,29120091,194,3149396,32269487,34155417,1885930,5.844313546106265,20,25,5,Cali,Lluvia
Proyecto_7,Industrial,Estructura,Pintura,Grava,167,47620,7952540,20,360500,8313040,9345530,1032490,12.420125489592255,15,24,9,Cali,Lluvia
Proyecto_2,Comercial,Cimentación,Excavación,Cemento,48,54560,2618880,22,341242,2960122,4011747,1051625,35.52640735753459,17,24,7,Cali,Soleado
Proyecto_10,Industrial,Estructura,Encofrado,Acero,345,69153,23857785,119,1470840,25328625,22140572,-3188053,-12.586759052258067,16,21,5,Bogotá,Soleado
Proyecto_20,Industrial,Instalaciones,Instalación eléctrica,Ladrillo,23,38561,886903,121,2077086,2963989,2509492,-454497,-15.333963790014066,14,14,0,Bogotá,Soleado
Proyecto_11,Comercial,Instalaciones,Instalación eléctrica,Acero,415,43279,17960785,41,582036,18542821,17061278,-1481543,-7.989846852320906,8,15,7,Bogotá,Soleado
Proyecto_18,Industrial,Acabados,Excavación,Ladrillo,495,49489,24497055,106,1056184,25553239,28231403,2678164,10.480722228598887,12,15,3,Bogotá,Soleado
Proyecto_5,Industrial,Cimentación,Pintura,Grava,481,13117,6309277,35,322105,6631382,7608123,976741,14.72907155702989,6,9,3,Medellín,Soleado
Proyecto_1,Industrial,Instalaciones,Instalación eléctrica,Grava,483,53232,25711056,69,687930,26398986,32835508,6436522,24.381701630509596,29,28,-1,Bogotá,Nublado
Proyecto_11,Comercial,Cimentación,Excavación,Grava,228,13888,3166464,162,1881144,5047608,5603878,556270,11.020467516494941,12,10,-2,Barranquilla,Soleado
Proyecto_1,Industrial,Estructura,Excavación,Arena,483,79046,38179218,52,490724,38669942,44032635,5362693,13.867858917398944,25,22,-3,Cali,Nublado
Proyecto_15,Comercial,Estructura,Encofrado,Cemento,379,42728,16193912,163,3155354,19349266,19071342,-277924,-1.4363542265634264,20,18,-2,Cali,Nublado
Proyecto_8,Industrial,Acabados,Pintura,Cemento,207,53771,11130597,102,1834980,12965577,10507429,-2458148,-18.959032829776877,23,30,7,Bogotá,Soleado
Proyecto_9,Comercial,Acabados,Excavación,Acero,181,24629,4457849,54,965088,5422937,4648442,-774495,-14.281836576747986,15,20,5,Bogotá,Lluvia
Proyecto_9,Residencial,Estructura,Vaciado concreto,Grava,433,62235,26947755,164,1512408,28460163,38967230,10507067,36.91850605353174,28,30,2,Bogotá,Soleado
Proyecto_17,Residencial,Estructura,Excavación,Grava,130,57182,7433660,167,3290234,10723894,11712478,988584,9.218517079710038,19,28,9,Medellín,Lluvia
Proyecto_18,Residencial,Instalaciones,Encofrado,Grava,321,41649,13369329,54,517914,13887243,17183172,3295929,23.733501314839813,22,19,-3,Cali,Lluvia
Proyecto_4,Comercial,Estructura,Excavación,Arena,397,33498,13298706,165,1709235,15007941,20028645,5020704,33.4536496378817,17,20,3,Barranquilla,Lluvia
Proyecto_7,Industrial,Acabados,Instalación eléctrica,Acero,177,58407,10338039,162,2794014,13132053,11407361,-1724692,-13.133452933825351,20,21,1,Medellín,Soleado
Proyecto_5,Industrial,Instalaciones,Instalación eléctrica,Grava,317,33845,10728865,108,1617732,12346597,11177914,-1168683,-9.465628464264283,8,10,2,Barranquilla,Soleado
Proyecto_14,Comercial,Estructura,Instalación eléctrica,Ladrillo,216,37755,8155080,198,3827538,11982618,12619693,637075,5.31665951464029,11,17,6,Medellín,Soleado
Proyecto_16,Comercial,Cimentación,Vaciado concreto,Cemento,83,76456,6345848,123,2235279,8581127,10943088,2361961,27.525067511528494,19,23,4,Bogotá,Soleado
Proyecto_13,Residencial,Estructura,Encofrado,Arena,413,56262,23236206,179,2678914,25915120,23535469,-2379651,-9.182481115271703,11,13,2,Bogotá,Soleado
Proyecto_12,Industrial,Instalaciones,Pintura,Acero,155,12603,1953465,149,2878233,4831698,5175842,344144,7.122630594875757,25,24,-1,Medellín,Nublado
Proyecto_11,Residencial,Cimentación,Encofrado,Cemento,423,36407,15400161,54,1003104,16403265,21958578,5555313,33.867117308657754,29,32,3,Bogotá,Nublado
Proyecto_17,Comercial,Estructura,Encofrado,Ladrillo,59,44971,2653289,31,545817,3199106,4221492,1022386,31.958490903396136,13,21,8,Barranquilla,Soleado
Proyecto_2,Comercial,Instalaciones,Instalación eléctrica,Cemento,429,63259,27138111,144,2709072,29847183,34878888,5031705,16.858224107782636,25,28,3,Bogotá,Lluvia
Proyecto_15,Industrial,Cimentación,Instalación eléctrica,Ladrillo,47,56280,2645160,31,272242,2917402,3715399,797997,27.353001060532623,25,31,6,Barranquilla,Soleado
Proyecto_12,Residencial,Acabados,Pintura,Arena,64,10534,674176,48,798240,1472416,1399737,-72679,-4.936037098211375,19,23,4,Bogotá,Nublado
Proyecto_10,Comercial,Estructura,Excavación,Ladrillo,84,40678,3416952,32,589920,4006872,4104468,97596,2.4357154408725807,17,25,8,Cali,Nublado
Proyecto_15,Comercial,Estructura,Instalación eléctrica,Cemento,12,42684,512208,45,611640,1123848,1184444,60596,5.391832347434884,20,17,-3,Barranquilla,Nublado
Proyecto_20,Comercial,Estructura,Instalación eléctrica,Ladrillo,132,42897,5662404,45,744480,6406884,7312670,905786,14.137699387096752,29,35,6,Medellín,Lluvia
Proyecto_7,Comercial,Cimentación,Excavación,Cemento,281,73944,20778264,151,2703957,23482221,22473384,-1008837,-4.296173688170297,21,24,3,Barranquilla,Soleado
Proyecto_15,Comercial,Cimentación,Encofrado,Ladrillo,66,60377,3984882,88,1729376,5714258,7092814,1378556,24.124847005507977,7,8,1,Medellín,Soleado
Proyecto_2,Industrial,Acabados,Pintura,Ladrillo,206,42709,8798054,141,2189448,10987502,12859525,1872023,17.03774888960202,11,14,3,Cali,Lluvia
Proyecto_19,Industrial,Cimentación,Pintura,Arena,62,12502,775124,111,1961814,2736938,2285640,-451298,-16.48915686069615,24,29,5,Medellín,Lluvia
Proyecto_19,Industrial,Estructura,Excavación,Grava,346,24024,8312304,135,2204820,10517124,9298755,-1218369,-11.584621423119096,6,8,2,Cali,Soleado
Proyecto_5,Industrial,Cimentación,Instalación eléctrica,Arena,93,49775,4629075,46,533048,5162123,6296520,1134397,21.975396556804245,14,14,0,Medellín,Nublado
Proyecto_2,Residencial,Estructura,Vaciado concreto,Arena,376,46854,17617104,153,1894905,19512009,25831183,6319174,32.38607567267932,21,26,5,Medellín,Nublado
Proyecto_19,Residencial,Instalaciones,Pintura,Arena,340,49493,16827620,156,2644824,19472444,23689907,4217463,21.658621793956627,13,20,7,Bogotá,Soleado
Proyecto_3,Comercial,Estructura,Instalación eléctrica,Grava,461,28014,12914454,81,901611,13816065,15617197,1801132,13.036504967224749,15,17,2,Cali,Lluvia
Proyecto_5,Residencial,Cimentación,Excavación,Cemento,190,35488,6742720,190,1959280,8702000,8120863,-581137,-6.678200413698001,23,32,9,Cali,Nublado
Proyecto_9,Industrial,Acabados,Pintura,Cemento,218,17539,3823502,167,2511847,6335349,7904087,1568738,24.76166664220077,25,25,0,Cali,Soleado
Proyecto_17,Residencial,Cimentación,Pintura,Acero,40,21459,858360,70,1135470,1993830,2216017,222187,11.143728402120542,25,22,-3,Barranquilla,Nublado
Proyecto_7,Industrial,Estructura,Vaciado concreto,Cemento,443,47223,20919789,21,173418,21093207,18112268,-2980939,-14.132222757781687,26,32,6,Barranquilla,Nublado
Proyecto_16,Industrial,Cimentación,Vaciado concreto,Grava,240,76678,18402720,38,632130,19034850,17428405,-1606445,-8.439493875706926,24,22,-2,Bogotá,Nublado
Proyecto_15,Residencial,Estructura,Excavación,Ladrillo,330,48801,16104330,100,1950500,18054830,15700849,-2353981,-13.037957156062948,12,20,8,Bogotá,Nublado
Proyecto_20,Comercial,Instalaciones,Excavación,Cemento,172,59442,10224024,38,354540,10578564,10828412,249848,2.3618328536841107,24,25,1,Medellín,Lluvia
Proyecto_19,Comercial,Instalaciones,Pintura,Arena,346,48870,16909020,197,2794445,19703465,25067225,5363760,27.22242001597181,24,30,6,Medellín,Soleado
Proyecto_4,Comercial,Cimentación,Vaciado concreto,Arena,385,21331,8212435,77,730268,8942703,8230644,-712059,-7.962458330551736,27,36,9,Cali,Soleado
Proyecto_18,Industrial,Acabados,Vaciado concreto,Cemento,317,32438,10282846,174,3336102,13618948,13175579,-443369,-3.255530456537465,10,14,4,Medellín,Lluvia
Proyecto_7,Industrial,Instalaciones,Pintura,Grava,153,47104,7206912,54,732996,7939908,10583565,2643657,33.29581400691293,12,16,4,Cali,Nublado
Proyecto_5,Comercial,Estructura,Vaciado concreto,Ladrillo,189,16481,3114909,124,1782872,4897781,4061171,-836610,-17.081408907421544,9,18,9,Medellín,Nublado
Proyecto_3,Comercial,Estructura,Pintura,Grava,357,59330,21180810,48,490416,21671226,24507165,2835939,13.086195492585423,9,16,7,Barranquilla,Soleado
Proyecto_12,Residencial,Acabados,Excavación,Arena,162,16793,2720466,125,1002500,3722966,4036750,313784,8.428333753249426,12,15,3,Cali,Lluvia
Proyecto_17,Comercial,Cimentación,Vaciado concreto,Cemento,293,12520,3668360,34,507994,4176354,5130062,953708,22.835899447221188,12,21,9,Barranquilla,Nublado
Proyecto_20,Residencial,Instalaciones,Encofrado,Acero,448,64234,28776832,87,1132131,29908963,27332098,-2576865,-8.615694900555395,27,28,1,Cali,Soleado
Proyecto_4,Residencial,Estructura,Pintura,Ladrillo,175,48102,8417850,12,184872,8602722,8314523,-288199,-3.350090820091594,27,35,8,Cali,Soleado
Proyecto_15,Comercial,Estructura,Excavación,Ladrillo,497,14381,7147357,108,1268460,8415817,10523041,2107224,25.03885243702424,28,29,1,Barranquilla,Soleado
Proyecto_5,Industrial,Cimentación,Encofrado,Cemento,474,18542,8788908,174,1993344,10782252,12385129,1602877,14.865883305268696,13,20,7,Bogotá,Nublado
Proyecto_19,Comercial,Estructura,Vaciado concreto,Acero,237,62017,14698029,149,1334891,16032920,19440141,3407221,21.251406481165002,15,17,2,Barranquilla,Lluvia
Proyecto_15,Industrial,Instalaciones,Encofrado,Grava,56,74609,4178104,130,2514070,6692174,8778207,2086033,31.171230754012075,20,27,7,Barranquilla,Lluvia
Proyecto_6,Comercial,Cimentación,Vaciado concreto,Ladrillo,463,35296,16342048,89,1636443,17978491,18158776,180285,1.0027816016372009,14,12,-2,Medellín,Lluvia
Proyecto_18,Comercial,Acabados,Instalación eléctrica,Grava,495,40020,19809900,154,1579886,21389786,20519942,-869844,-4.066632550694991,13,21,8,Bogotá,Nublado
Proyecto_5,Industrial,Cimentación,Vaciado concreto,Arena,128,67569,8648832,16,286192,8935024,9931380,996356,11.151128413309243,19,19,0,Medellín,Lluvia
Proyecto_2,Industrial,Instalaciones,Encofrado,Grava,162,62297,10092114,123,2353236,12445350,11109936,-1335414,-10.730224541696296,9,10,1,Barranquilla,Soleado
Proyecto_10,Industrial,Estructura,Encofrado,Cemento,119,20502,2439738,173,2114925,4554663,5664863,1110200,24.37501962274706,8,15,7,Barranquilla,Nublado
Proyecto_10,Comercial,Instalaciones,Vaciado concreto,Grava,170,46215,7856550,30,576210,8432760,10098854,1666094,19.757398526698257,24,33,9,Cali,Nublado
Proyecto_20,Comercial,Estructura,Pintura,Acero,235,76083,17879505,133,2053254,19932759,21840408,1907649,9.570421234712164,27,34,7,Barranquilla,Soleado
Proyecto_15,Comercial,Estructura,Instalación eléctrica,Grava,212,29729,6302548,85,1199435,7501983,9589162,2087179,27.82169727657341,24,22,-2,Cali,Nublado
Proyecto_17,Comercial,Estructura,Encofrado,Arena,64,46348,2966272,117,1046214,4012486,5202598,1190112,29.660215636889447,29,32,3,Bogotá,Soleado
Proyecto_7,Comercial,Cimentación,Excavación,Cemento,199,13986,2783214,164,1516016,4299230,5198622,899392,20.919839133984457,24,24,0,Cali,Lluvia
Proyecto_5,Industrial,Cimentación,Excavación,Cemento,77,49314,3797178,130,1589380,5386558,7406111,2019553,37.49245807805281,12,17,5,Bogotá,Soleado
Proyecto_20,Residencial,Instalaciones,Pintura,Ladrillo,330,71464,23583120,70,569100,24152220,30103977,5951757,24.64269123086822,5,3,-2,Bogotá,Lluvia
Proyecto_16,Comercial,Cimentación,Vaciado concreto,Ladrillo,11,75048,825528,95,1044430,1869958,1885552,15594,0.8339224731250647,12,9,-3,Barranquilla,Nublado
Proyecto_5,Industrial,Acabados,Encofrado,Grava,389,52587,20456343,149,1671184,22127527,18800160,-3327367,-15.037229420169728,27,33,6,Cali,Nublado
Proyecto_11,Residencial,Acabados,Encofrado,Arena,334,56411,18841274,168,1650096,20491370,23256788,2765418,13.495525189384605,5,13,8,Bogotá,Soleado
Proyecto_6,Residencial,Estructura,Pintura,Acero,126,73064,9206064,144,1523520,10729584,11514264,784680,7.3132378664447755,17,17,0,Cali,Lluvia
Proyecto_6,Residencial,Instalaciones,Instalación eléctrica,Cemento,344,75031,25810664,49,940359,26751023,26390071,-360952,-1.3493016696968934,27,34,7,Bogotá,Lluvia
Proyecto_5,Comercial,Cimentación,Pintura,Grava,269,28328,7620232,63,763749,8383981,8528785,144804,1.7271508606710821,11,20,9,Bogotá,Soleado
Proyecto_11,Industrial,Instalaciones,Excavación,Acero,400,22913,9165200,194,2972274,12137474,11462755,-674719,-5.558973802951092,25,28,3,Barranquilla,Nublado
Proyecto_3,Industrial,Acabados,Encofrado,Acero,30,41022,1230660,37,598956,1829616,1551196,-278420,-15.21740080978741,13,11,-2,Barranquilla,Nublado
Proyecto_16,Comercial,Acabados,Vaciado concreto,Cemento,351,14464,5076864,179,3476717,8553581,7517307,-1036274,-12.115089574764067,18,17,-1,Cali,Soleado
Proyecto_2,Industrial,Estructura,Excavación,Ladrillo,488,51664,25212032,104,1748032,26960064,35935702,8975638,33.29234678374651,22,30,8,Bogotá,Nublado
Proyecto_19,Comercial,Estructura,Vaciado concreto,Grava,117,29794,3485898,77,1025871,4511769,4916867,405098,8.978695496156828,16,23,7,Bogotá,Soleado
Proyecto_3,Residencial,Instalaciones,Vaciado concreto,Ladrillo,149,24961,3719189,73,1251804,4970993,4073543,-897450,-18.053736949539058,15,20,5,Bogotá,Soleado
Proyecto_9,Residencial,Instalaciones,Pintura,Cemento,275,54931,15106025,181,2096342,17202367,17970325,767958,4.464257738484477,6,14,8,Barranquilla,Nublado
Proyecto_9,Industrial,Acabados,Instalación eléctrica,Acero,21,12275,257775,50,868100,1125875,1537867,411992,36.59304985011658,9,7,-2,Barranquilla,Soleado
Proyecto_5,Comercial,Cimentación,Encofrado,Ladrillo,87,58089,5053743,146,2457764,7511507,10091177,2579670,34.34290881976147,5,2,-3,Cali,Soleado
Proyecto_16,Residencial,Estructura,Vaciado concreto,Ladrillo,264,71069,18762216,64,1271424,20033640,22813545,2779905,13.876185256398738,21,30,9,Medellín,Soleado
Proyecto_5,Industrial,Acabados,Pintura,Grava,184,68820,12662880,151,1817889,14480769,14808921,328152,2.2661227452768564,9,12,3,Cali,Lluvia
Proyecto_19,Comercial,Instalaciones,Vaciado concreto,Grava,400,71567,28626800,116,1068244,29695044,29245751,-449293,-1.5130235200190307,29,31,2,Medellín,Nublado
Proyecto_10,Industrial,Cimentación,Encofrado,Arena,78,23648,1844544,71,1336149,3180693,3682186,501493,15.76678415678596,8,9,1,Medellín,Soleado
Proyecto_20,Industrial,Acabados,Encofrado,Cemento,205,77713,15931165,107,2078368,18009533,24791172,6781639,37.65582927663921,12,14,2,Barranquilla,Lluvia
Proyecto_17,Residencial,Acabados,Vaciado concreto,Cemento,446,41062,18313652,36,398268,18711920,19153773,441853,2.3613450677429144,8,13,5,Cali,Nublado
Proyecto_6,Residencial,Acabados,Vaciado concreto,Arena,166,41430,6877380,51,773262,7650642,9527315,1876673,24.52961463887606,15,13,-2,Medellín,Nublado
Proyecto_4,Residencial,Estructura,Encofrado,Arena,402,21468,8630136,96,1283424,9913560,11800248,1886688,19.031387311924274,18,27,9,Barranquilla,Nublado
Proyecto_6,Industrial,Acabados,Pintura,Acero,408,61679,25165032,17,220099,25385131,31985368,6600237,26.000405512975295,7,10,3,Cali,Soleado
Proyecto_14,Residencial,Acabados,Vaciado concreto,Cemento,489,30976,15147264,152,2441424,17588688,17844014,255326,1.451648923444432,6,12,6,Cali,Soleado
Proyecto_1,Industrial,Acabados,Instalación eléctrica,Arena,12,67365,808380,16,152560,960940,1168918,207978,21.64318271692301,6,11,5,Bogotá,Nublado
Proyecto_12,Residencial,Acabados,Instalación eléctrica,Arena,71,24920,1769320,116,1220204,2989524,2742852,-246672,-8.251213236622284,29,37,8,Barranquilla,Lluvia
Proyecto_7,Residencial,Acabados,Vaciado concreto,Ladrillo,405,22871,9262755,176,2366320,11629075,13398268,1769193,15.213531600750704,18,20,2,Medellín,Lluvia
Proyecto_3,Industrial,Cimentación,Vaciado concreto,Ladrillo,481,16093,7740733,67,1023492,8764225,8871910,107685,1.2286882182965408,11,18,7,Bogotá,Soleado
Proyecto_3,Residencial,Cimentación,Pintura,Cemento,468,24396,11417328,132,1186020,12603348,11328602,-1274746,-10.114344220281787,8,17,9,Medellín,Nublado
Proyecto_12,Industrial,Estructura,Pintura,Cemento,197,29901,5890497,150,1326000,7216497,9260560,2044063,28.32486454300473,11,8,-3,Barranquilla,Lluvia
Proyecto_12,Residencial,Cimentación,Excavación,Arena,338,37131,12550278,86,1656446,14206724,14361670,154946,1.0906525670520524,16,13,-3,Medellín,Nublado
Proyecto_13,Industrial,Cimentación,Instalación eléctrica,Acero,70,61427,4299890,153,1900107,6199997,5751335,-448662,-7.236487372493889,14,13,-1,Bogotá,Lluvia
Proyecto_5,Comercial,Instalaciones,Vaciado concreto,Grava,482,25040,12069280,114,983934,13053214,10959714,-2093500,-16.03819565051182,12,17,5,Bogotá,Soleado
Proyecto_12,Comercial,Instalaciones,Encofrado,Cemento,209,31105,6500945,127,2044192,8545137,9050615,505478,5.915387898403502,20,22,2,Medellín,Lluvia
Proyecto_16,Residencial,Instalaciones,Vaciado concreto,Acero,339,51670,17516130,127,1944878,19461008,22530237,3069229,15.771171770753087,17,19,2,Bogotá,Lluvia
Proyecto_2,Residencial,Cimentación,Vaciado concreto,Arena,131,18994,2488214,11,100342,2588556,3344922,756366,29.219611242716013,17,20,3,Bogotá,Nublado
Proyecto_9,Industrial,Estructura,Instalación eléctrica,Arena,83,44589,3700887,191,2550805,6251692,7655917,1404225,22.461519217517434,27,31,4,Bogotá,Nublado
Proyecto_19,Industrial,Acabados,Vaciado concreto,Arena,180,64754,11655720,142,2385458,14041178,18739984,4698806,33.464471428251954,9,14,5,Cali,Soleado
Proyecto_14,Residencial,Acabados,Instalación eléctrica,Arena,362,55969,20260778,124,2330208,22590986,20827057,-1763929,-7.808109836374561,24,27,3,Barranquilla,Nublado
Proyecto_14,Residencial,Instalaciones,Encofrado,Cemento,325,64901,21092825,187,3250621,24343446,32654662,8311216,34.141493361293215,28,33,5,Medellín,Lluvia
Proyecto_12,Residencial,Cimentación,Pintura,Ladrillo,11,21700,238700,124,2257916,2496616,2604378,107762,4.316322574236486,19,21,2,Medellín,Soleado
Proyecto_11,Residencial,Acabados,Vaciado concreto,Cemento,245,11431,2800595,50,906900,3707495,4950094,1242599,33.515864485319604,25,26,1,Barranquilla,Nublado
Proyecto_19,Industrial,Estructura,Instalación eléctrica,Ladrillo,14,35133,491862,17,213486,705348,873508,168160,23.8407140872307,25,28,3,Bogotá,Lluvia
Proyecto_6,Residencial,Estructura,Vaciado concreto,Grava,486,57731,28057266,108,2073924,30131190,36546028,6414838,21.289693503641907,7,5,-2,Cali,Nublado
Proyecto_19,Industrial,Acabados,Encofrado,Cemento,41,11723,480643,132,2062368,2543011,3430637,887626,34.904528529369315,25,25,0,Bogotá,Lluvia
Proyecto_2,Residencial,Estructura,Encofrado,Cemento,333,32295,10754235,164,3191112,13945347,14842307,896960,6.431966160469152,11,14,3,Bogotá,Nublado
Proyecto_17,Comercial,Cimentación,Excavación,Arena,269,57004,15334076,187,2349094,17683170,21997043,4313873,24.395360107944448,22,30,8,Bogotá,Soleado
Proyecto_14,Comercial,Instalaciones,Vaciado concreto,Arena,458,31898,14609284,162,3136482,17745766,19574276,1828510,10.30392263709552,19,24,5,Medellín,Soleado
Proyecto_18,Comercial,Acabados,Pintura,Acero,342,27497,9403974,78,1026324,10430298,8855737,-1574561,-15.096030813309458,21,19,-2,Cali,Nublado
Proyecto_7,Comercial,Acabados,Instalación eléctrica,Grava,116,29771,3453436,196,2242240,5695676,5053623,-642053,-11.272639103769245,11,15,4,Barranquilla,Soleado
Proyecto_16,Comercial,Acabados,Instalación eléctrica,Acero,271,40145,10879295,88,1524248,12403543,16835388,4431845,35.73047636469677,14,16,2,Barranquilla,Soleado
Proyecto_7,Comercial,Acabados,Vaciado concreto,Ladrillo,294,49837,14652078,135,2687445,17339523,15307021,-2032502,-11.721787271772124,5,3,-2,Barranquilla,Nublado
Proyecto_20,Residencial,Cimentación,Vaciado concreto,Acero,288,63683,18340704,96,1663200,20003904,17313749,-2690155,-13.448149921135395,28,36,8,Barranquilla,Soleado
Proyecto_13,Comercial,Instalaciones,Instalación eléctrica,Ladrillo,117,45083,5274711,68,1203260,6477971,7929669,1451698,22.40976379795464,29,37,8,Bogotá,Nublado
Proyecto_17,Residencial,Estructura,Excavación,Arena,496,58343,28938128,115,1015910,29954038,25005107,-4948931,-16.52174908771899,6,12,6,Cali,Lluvia
Proyecto_20,Industrial,Cimentación,Vaciado concreto,Acero,313,75161,23525393,37,550560,24075953,27705381,3629428,15.074908976604165,17,22,5,Medellín,Nublado
Proyecto_5,Residencial,Estructura,Pintura,Ladrillo,429,52257,22418253,83,838134,23256387,25275417,2019030,8.681615076322904,12,13,1,Cali,Nublado
Proyecto_9,Residencial,Instalaciones,Vaciado concreto,Acero,75,75791,5684325,160,2576160,8260485,11168276,2907791,35.20121397230308,6,5,-1,Bogotá,Soleado
Proyecto_13,Comercial,Instalaciones,Instalación eléctrica,Ladrillo,229,30098,6892442,161,1460592,8353034,6922481,-1430553,-17.12614841505494,22,19,-3,Cali,Nublado
Proyecto_14,Industrial,Acabados,Instalación eléctrica,Arena,122,21786,2657892,166,1379294,4037186,4180803,143617,3.557354057999805,27,30,3,Barranquilla,Nublado
Proyecto_14,Residencial,Cimentación,Vaciado concreto,Arena,90,25483,2293470,59,1130676,3424146,2762968,-661178,-19.30928178880223,17,17,0,Barranquilla,Soleado
Proyecto_16,Comercial,Estructura,Encofrado,Ladrillo,411,57057,23450427,198,1906542,25356969,25813651,456682,1.8010117849653087,27,29,2,Bogotá,Soleado
Proyecto_10,Industrial,Instalaciones,Excavación,Cemento,478,28059,13412202,41,438659,13850861,13238675,-612186,-4.419840759357848,7,16,9,Cali,Lluvia
Proyecto_14,Residencial,Instalaciones,Excavación,Ladrillo,18,55613,1001034,190,2643280,3644314,5032639,1388325,38.095647082002266,6,8,2,Barranquilla,Lluvia
Proyecto_18,Comercial,Estructura,Encofrado,Cemento,291,41146,11973486,97,1263619,13237105,11035482,-2201623,-16.632209233061158,10,18,8,Cali,Lluvia
Proyecto_14,Comercial,Estructura,Pintura,Ladrillo,153,45465,6956145,40,784480,7740625,7173113,-567512,-7.331604360113039,29,28,-1,Medellín,Nublado
Proyecto_11,Comercial,Estructura,Encofrado,Acero,339,36812,12479268,109,1568074,14047342,16847222,2799880,19.931742247038624,17,23,6,Medellín,Lluvia
Proyecto_3,Residencial,Instalaciones,Vaciado concreto,Grava,263,67632,17787216,197,3292461,21079677,21790883,711206,3.3738942015098234,29,35,6,Bogotá,Lluvia
Proyecto_11,Industrial,Cimentación,Pintura,Arena,59,73195,4318505,159,2732256,7050761,8690923,1640162,23.262198222291183,25,31,6,Barranquilla,Nublado
Proyecto_13,Residencial,Acabados,Encofrado,Grava,153,73072,11180016,111,1512264,12692280,17135799,4443519,35.00962002098913,20,17,-3,Medellín,Soleado
Proyecto_10,Comercial,Cimentación,Encofrado,Grava,25,38399,959975,63,672147,1632122,1479698,-152424,-9.339007745744498,11,14,3,Barranquilla,Lluvia
Proyecto_16,Residencial,Cimentación,Vaciado concreto,Grava,471,52570,24760470,150,2838750,27599220,31056438,3457218,12.526506183870415,5,9,4,Medellín,Soleado
