proyecto,nombre_proyecto,tipo_proyecto,fase,actividad,material,unidad_medida,cantidad_material,costo_unitario,costo_material,dias_trabajados,duracion_estimada,duracion_real,retraso_dias,costo_mano_obra,costo_estimado,costo_real,diferencia_costo,porcentaje_desviacion,ciudad,clima,estado_costo,fecha_inicio,fecha_fin,offset_inicio,duracion_calculada,costo_total
1,Urbanización Los Almendros,Residencial,Cimentación,Armado,Acero,Kg,101,4500,454500,15,19,15,-4,130000.0,2470000.0,1950000.0,520000.0,-21.0,Bogotá,Nublado,Ahorro,2025-04-11,2025-02-14,100,-56,584500.0
2,Conjunto Cerrado Villa Campestre,Residencial,Estructura,Armado,Acero,Kg,82,4500,369000,21,21,21,0,130000.0,2730000.0,2730000.0,0.0,0.0,Bogotá,Nublado,En presupuesto,2025-04-29,2025-03-05,118,-55,499000.0
5,Residencial Jardines del Sur,Residencial,Equipamiento,Instalación cocina,MDF,Unidad,8,200000,1600000,12,11,12,1,110000.0,1210000.0,1320000.0,-110000.0,9.0,Bogotá,Lluvia,Sobrecosto,2025-05-10,2025-01-31,129,-99,1710000.0
5,Residencial Jardines del Sur,Residencial,Equipamiento,Lavadero,Lavadero,Unidad,6,250000,1500000,3,3,3,0,95000.0,285000.0,285000.0,0.0,0.0,Bogotá,Nublado,En presupuesto,2025-05-08,2025-01-31,127,-97,1595000.0
9,Centro Empresarial Nova,Comercial,Instalaciones,Acueducto,Punto agua,Punto,10,140000,1400000,19,17,19,2,120000.0,2040000.0,2280000.0,-240000.0,12.0,Bogotá,Lluvia,Sobrecosto,2025-04-25,2025-02-03,114,-81,1520000.0
0,Conjunto Residencial Marsella,Residencial,Instalaciones,Gas,Punto gas,Punto,8,130000,1040000,18,19,18,-1,120000.0,2280000.0,2160000.0,120000.0,-5.0,Bogotá,Nublado,Ahorro,2025-04-24,2025-02-24,113,-59,1160000.0
3,Residencial Altos del Norte,Residencial,Cimentación,Armado,Acero,Kg,114,4500,513000,24,28,24,-4,130000.0,3640000.0,3120000.0,520000.0,-14.0,Bogotá,Soleado,Ahorro,2025-05-10,2025-02-20,129,-79,643000.0
0,Conjunto Residencial Marsella,Residencial,Cimentación,Vaciado,Concreto,m3,6,350000,2100000,28,28,28,0,130000.0,3640000.0,3640000.0,0.0,0.0,Bogotá,Soleado,En presupuesto,2025-04-28,2025-03-11,117,-48,2230000.0
3,Residencial Altos del Norte,Residencial,Cimentación,Vaciado,Concreto,m3,6,350000,2100000,22,28,22,-6,130000.0,3640000.0,2860000.0,780000.0,-21.0,Bogotá,Soleado,Ahorro,2025-05-17,2025-01-28,136,-109,2230000.0
4,Conjunto Horizonte Verde,Residencial,Cimentación,Vaciado,Concreto,m3,14,350000,4900000,18,23,18,-5,130000.0,2990000.0,2340000.0,650000.0,-22.0,Bogotá,Soleado,Ahorro,2025-05-15,2025-02-26,134,-78,5030000.0
7,Edificio Corporativo Torre Norte,Comercial,Estructura,Armado,Acero,Kg,100,4500,450000,24,26,24,-2,130000.0,3380000.0,3120000.0,260000.0,-8.0,Bogotá,Soleado,Ahorro,2025-04-18,2025-02-22,107,-55,580000.0
0,Conjunto Residencial Marsella,Residencial,Acabados,Estuco,Estuco plástico,Bulto,12,30000,360000,10,12,10,-2,95000.0,1140000.0,950000.0,190000.0,-17.0,Bogotá,Soleado,Ahorro,2025-04-25,2025-02-28,114,-56,455000.0
9,Centro Empresarial Nova,Comercial,Acabados,Enchape,Cerámica,m2,28,50000,1400000,15,18,15,-3,105000.0,1890000.0,1575000.0,315000.0,-17.0,Bogotá,Soleado,Ahorro,2025-04-24,2025-02-18,113,-65,1505000.0
2,Conjunto Cerrado Villa Campestre,Residencial,Acabados,Pintura,Pintura,Galón,14,90000,1260000,12,14,12,-2,90000.0,1260000.0,1080000.0,180000.0,-14.0,Bogotá,Nublado,Ahorro,2025-05-06,2025-03-03,125,-64,1350000.0
1,Urbanización Los Almendros,Residencial,Acabados,Pintura,Pintura,Galón,10,90000,900000,12,15,12,-3,90000.0,1350000.0,1080000.0,270000.0,-20.0,Bogotá,Soleado,Ahorro,2025-04-15,2025-01-15,104,-90,990000.0
3,Residencial Altos del Norte,Residencial,Estructura,Vaciado,Concreto,m3,7,350000,2450000,27,24,27,3,130000.0,3120000.0,3510000.0,-390000.0,13.0,Bogotá,Lluvia,Sobrecosto,2025-05-12,2025-01-29,131,-103,2580000.0
6,Centro Comercial Plaza Central,Comercial,Acabados,Pintura,Pintura,Galón,14,90000,1260000,12,13,12,-1,90000.0,1170000.0,1080000.0,90000.0,-8.0,Bogotá,Soleado,Ahorro,2025-05-02,2025-02-12,121,-79,1350000.0
9,Centro Empresarial Nova,Comercial,Acabados,Pintura,Pintura,Galón,10,90000,900000,15,13,15,2,90000.0,1170000.0,1350000.0,-180000.0,15.0,Bogotá,Lluvia,Sobrecosto,2025-04-29,2025-01-26,118,-93,990000.0
4,Conjunto Horizonte Verde,Residencial,Cimentación,Armado,Acero,Kg,114,4500,513000,21,25,21,-4,130000.0,3250000.0,2730000.0,520000.0,-16.0,Bogotá,Soleado,Ahorro,2025-05-12,2025-01-23,131,-109,643000.0
7,Edificio Corporativo Torre Norte,Comercial,Cimentación,Vaciado,Concreto,m3,9,350000,3150000,23,23,23,0,130000.0,2990000.0,2990000.0,0.0,0.0,Bogotá,Soleado,En presupuesto,2025-04-25,2025-03-11,114,-45,3280000.0
4,Conjunto Horizonte Verde,Residencial,Instalaciones,Contra incendio,Punto incendio,Punto,8,180000,1440000,16,17,16,-1,120000.0,2040000.0,1920000.0,120000.0,-6.0,Bogotá,Soleado,Ahorro,2025-05-14,2025-03-16,133,-59,1560000.0
5,Residencial Jardines del Sur,Residencial,Instalaciones,Eléctrica,Punto eléctrico,Punto,17,120000,2040000,18,23,18,-5,120000.0,2760000.0,2160000.0,600000.0,-22.0,Bogotá,Soleado,Ahorro,2025-05-09,2025-03-02,128,-68,2160000.0
8,Mall Gran Avenida,Comercial,Instalaciones,Acueducto,Punto agua,Punto,15,140000,2100000,14,17,14,-3,120000.0,2040000.0,1680000.0,360000.0,-18.0,Bogotá,Soleado,Ahorro,2025-04-20,2025-03-06,109,-45,2220000.0
9,Centro Empresarial Nova,Comercial,Instalaciones,Gas,Punto gas,Punto,12,130000,1560000,15,18,15,-3,120000.0,2160000.0,1800000.0,360000.0,-17.0,Bogotá,Soleado,Ahorro,2025-04-30,2025-02-26,119,-63,1680000.0
6,Centro Comercial Plaza Central,Comercial,Cimentación,Armado,Acero,Kg,105,4500,472500,17,18,17,-1,130000.0,2340000.0,2210000.0,130000.0,-6.0,Bogotá,Soleado,Ahorro,2025-05-04,2025-02-14,123,-79,602500.0
7,Edificio Corporativo Torre Norte,Comercial,Cimentación,Armado,Acero,Kg,96,4500,432000,25,30,25,-5,130000.0,3900000.0,3250000.0,650000.0,-17.0,Bogotá,Soleado,Ahorro,2025-04-25,2025-02-19,114,-65,562000.0
6,Centro Comercial Plaza Central,Comercial,Cimentación,Vaciado,Concreto,m3,6,350000,2100000,20,24,20,-4,130000.0,3120000.0,2600000.0,520000.0,-17.0,Bogotá,Soleado,Ahorro,2025-04-29,2025-01-31,118,-88,2230000.0
3,Residencial Altos del Norte,Residencial,Cimentación,Vaciado,Concreto,m3,11,350000,3850000,25,22,25,3,130000.0,2860000.0,3250000.0,-390000.0,14.0,Bogotá,Lluvia,Sobrecosto,2025-05-12,2025-02-16,131,-85,3980000.0
9,Centro Empresarial Nova,Comercial,Equipamiento,Instalación cocina,MDF,Unidad,8,200000,1600000,13,15,13,-2,110000.0,1650000.0,1430000.0,220000.0,-13.0,Bogotá,Soleado,Ahorro,2025-04-25,2025-02-21,114,-63,1710000.0
3,Residencial Altos del Norte,Residencial,Equipamiento,Instalación cocina,MDF,Unidad,5,200000,1000000,12,14,12,-2,110000.0,1540000.0,1320000.0,220000.0,-14.0,Bogotá,Soleado,Ahorro,2025-05-21,2025-02-12,140,-98,1110000.0
8,Mall Gran Avenida,Comercial,Acabados,Pintura,Pintura,Galón,11,90000,990000,19,23,19,-4,90000.0,2070000.0,1710000.0,360000.0,-17.0,Bogotá,Soleado,Ahorro,2025-04-22,2025-01-28,111,-84,1080000.0
6,Centro Comercial Plaza Central,Comercial,Acabados,Estuco,Estuco plástico,Bulto,26,30000,780000,10,11,10,-1,95000.0,1045000.0,950000.0,95000.0,-9.0,Bogotá,Soleado,Ahorro,2025-05-01,2025-03-10,120,-52,875000.0
8,Mall Gran Avenida,Comercial,Cimentación,Vaciado,Concreto,m3,12,350000,4200000,23,29,23,-6,130000.0,3770000.0,2990000.0,780000.0,-21.0,Bogotá,Soleado,Ahorro,2025-04-26,2025-02-03,115,-82,4330000.0
4,Conjunto Horizonte Verde,Residencial,Cimentación,Armado,Acero,Kg,87,4500,391500,28,30,28,-2,130000.0,3900000.0,3640000.0,260000.0,-7.0,Bogotá,Soleado,Ahorro,2025-05-11,2025-02-23,130,-77,521500.0
3,Residencial Altos del Norte,Residencial,Cimentación,Armado,Acero,Kg,115,4500,517500,28,26,28,2,130000.0,3380000.0,3640000.0,-260000.0,8.0,Bogotá,Nublado,Sobrecosto,2025-05-14,2025-02-14,133,-89,647500.0
3,Residencial Altos del Norte,Residencial,Cimentación,Vaciado,Concreto,m3,11,350000,3850000,24,22,24,2,130000.0,2860000.0,3120000.0,-260000.0,9.0,Bogotá,Lluvia,Sobrecosto,2025-05-17,2025-03-03,136,-75,3980000.0
2,Conjunto Cerrado Villa Campestre,Residencial,Estructura,Armado,Acero,Kg,99,4500,445500,22,28,22,-6,130000.0,3640000.0,2860000.0,780000.0,-21.0,Bogotá,Soleado,Ahorro,2025-05-05,2025-03-06,124,-60,575500.0
1,Urbanización Los Almendros,Residencial,Acabados,Enchape,Cerámica,m2,40,50000,2000000,18,16,18,2,105000.0,1680000.0,1890000.0,-210000.0,13.0,Bogotá,Lluvia,Sobrecosto,2025-04-14,2025-01-29,103,-75,2105000.0
5,Residencial Jardines del Sur,Residencial,Cimentación,Armado,Acero,Kg,102,4500,459000,19,17,19,2,130000.0,2210000.0,2470000.0,-260000.0,12.0,Bogotá,Lluvia,Sobrecosto,2025-05-15,2025-03-13,134,-63,589000.0
3,Residencial Altos del Norte,Residencial,Cimentación,Vaciado,Concreto,m3,9,350000,3150000,17,18,17,-1,130000.0,2340000.0,2210000.0,130000.0,-6.0,Bogotá,Nublado,Ahorro,2025-05-22,2025-01-28,141,-114,3280000.0
6,Centro Comercial Plaza Central,Comercial,Estructura,Vaciado,Concreto,m3,6,350000,2100000,26,29,26,-3,130000.0,3770000.0,3380000.0,390000.0,-10.0,Bogotá,Soleado,Ahorro,2025-05-07,2025-02-27,126,-69,2230000.0
7,Edificio Corporativo Torre Norte,Comercial,Instalaciones,Acueducto,Punto agua,Punto,14,140000,1960000,17,19,17,-2,120000.0,2280000.0,2040000.0,240000.0,-11.0,Bogotá,Soleado,Ahorro,2025-04-28,2025-02-19,117,-68,2080000.0
0,Conjunto Residencial Marsella,Residencial,Estructura,Vaciado,Concreto,m3,6,350000,2100000,20,21,20,-1,130000.0,2730000.0,2600000.0,130000.0,-5.0,Bogotá,Soleado,Ahorro,2025-05-01,2025-02-05,120,-85,2230000.0
2,Conjunto Cerrado Villa Campestre,Residencial,Acabados,Pintura,Pintura,Galón,7,90000,630000,14,16,14,-2,90000.0,1440000.0,1260000.0,180000.0,-13.0,Bogotá,Soleado,Ahorro,2025-05-07,2025-02-01,126,-95,720000.0
1,Urbanización Los Almendros,Residencial,Equipamiento,Instalación cocina,MDF,Unidad,19,200000,3800000,8,10,8,-2,110000.0,1100000.0,880000.0,220000.0,-20.0,Bogotá,Soleado,Ahorro,2025-04-22,2025-02-23,111,-58,3910000.0
6,Centro Comercial Plaza Central,Comercial,Equipamiento,Instalación closet,MDF,Unidad,5,200000,1000000,5,6,5,-1,110000.0,660000.0,550000.0,110000.0,-17.0,Bogotá,Soleado,Ahorro,2025-05-01,2025-02-24,120,-66,1110000.0
9,Centro Empresarial Nova,Comercial,Acabados,Cielorraso,Drywall,Lámina,25,40000,1000000,11,13,11,-2,100000.0,1300000.0,1100000.0,200000.0,-15.0,Bogotá,Soleado,Ahorro,2025-05-03,2025-03-12,122,-52,1100000.0
2,Conjunto Cerrado Villa Campestre,Residencial,Acabados,Cielorraso,Drywall,Lámina,35,40000,1400000,12,11,12,1,100000.0,1100000.0,1200000.0,-100000.0,9.0,Bogotá,Lluvia,Sobrecosto,2025-05-01,2025-03-05,120,-57,1500000.0
6,Centro Comercial Plaza Central,Comercial,Equipamiento,Instalación cocina,MDF,Unidad,17,200000,3400000,14,13,14,1,110000.0,1430000.0,1540000.0,-110000.0,8.0,Bogotá,Nublado,Sobrecosto,2025-05-02,2025-03-14,121,-49,3510000.0
1,Urbanización Los Almendros,Residencial,Equipamiento,Accesorios baño,Juego sanitario,Unidad,7,300000,2100000,9,8,9,1,100000.0,800000.0,900000.0,-100000.0,13.0,Bogotá,Lluvia,Sobrecosto,2025-04-16,2025-02-24,105,-51,2200000.0
0,Conjunto Residencial Marsella,Residencial,Acabados,Cielorraso,Drywall,Lámina,36,40000,1440000,10,12,10,-2,100000.0,1200000.0,1000000.0,200000.0,-17.0,Bogotá,Soleado,Ahorro,2025-05-02,2025-02-13,121,-78,1540000.0
4,Conjunto Horizonte Verde,Residencial,Acabados,Estuco,Estuco plástico,Bulto,13,30000,390000,10,11,10,-1,95000.0,1045000.0,950000.0,95000.0,-9.0,Bogotá,Nublado,Ahorro,2025-05-13,2025-01-16,132,-117,485000.0
1,Urbanización Los Almendros,Residencial,Cimentación,Vaciado,Concreto,m3,13,350000,4550000,23,29,23,-6,130000.0,3770000.0,2990000.0,780000.0,-21.0,Bogotá,Soleado,Ahorro,2025-04-21,2025-02-05,110,-75,4680000.0
5,Residencial Jardines del Sur,Residencial,Cimentación,Armado,Acero,Kg,93,4500,418500,18,20,18,-2,130000.0,2600000.0,2340000.0,260000.0,-10.0,Bogotá,Soleado,Ahorro,2025-05-18,2025-03-01,137,-78,548500.0
2,Conjunto Cerrado Villa Campestre,Residencial,Equipamiento,Accesorios baño,Juego sanitario,Unidad,2,300000,600000,7,8,7,-1,100000.0,800000.0,700000.0,100000.0,-13.0,Bogotá,Soleado,Ahorro,2025-05-04,2025-01-15,123,-109,700000.0
1,Urbanización Los Almendros,Residencial,Equipamiento,Instalación closet,MDF,Unidad,18,200000,3600000,6,7,6,-1,110000.0,770000.0,660000.0,110000.0,-14.0,Bogotá,Soleado,Ahorro,2025-04-26,2025-03-04,115,-53,3710000.0
3,Residencial Altos del Norte,Residencial,Equipamiento,Lavadero,Lavadero,Unidad,6,250000,1500000,6,6,6,0,95000.0,570000.0,570000.0,0.0,0.0,Bogotá,Soleado,En presupuesto,2025-05-23,2025-01-27,142,-116,1595000.0
6,Centro Comercial Plaza Central,Comercial,Equipamiento,Instalación closet,MDF,Unidad,19,200000,3800000,9,9,9,0,110000.0,990000.0,990000.0,0.0,0.0,Bogotá,Nublado,En presupuesto,2025-05-11,2025-01-25,130,-106,3910000.0
1,Urbanización Los Almendros,Residencial,Estructura,Vaciado,Concreto,m3,13,350000,4550000,19,25,19,-6,130000.0,3250000.0,2470000.0,780000.0,-24.0,Bogotá,Soleado,Ahorro,2025-04-19,2025-03-20,108,-30,4680000.0
4,Conjunto Horizonte Verde,Residencial,Acabados,Enchape,Cerámica,m2,17,50000,850000,15,15,15,0,105000.0,1575000.0,1575000.0,0.0,0.0,Bogotá,Soleado,En presupuesto,2025-05-13,2025-03-01,132,-73,955000.0
8,Mall Gran Avenida,Comercial,Acabados,Estuco,Estuco plástico,Bulto,20,30000,600000,11,11,11,0,95000.0,1045000.0,1045000.0,0.0,0.0,Bogotá,Nublado,En presupuesto,2025-04-24,2025-02-09,113,-74,695000.0
9,Centro Empresarial Nova,Comercial,Acabados,Enchape,Cerámica,m2,15,50000,750000,15,18,15,-3,105000.0,1890000.0,1575000.0,315000.0,-17.0,Bogotá,Soleado,Ahorro,2025-05-06,2025-02-09,125,-86,855000.0
7,Edificio Corporativo Torre Norte,Comercial,Instalaciones,Eléctrica,Punto eléctrico,Punto,10,120000,1200000,11,11,11,0,120000.0,1320000.0,1320000.0,0.0,0.0,Bogotá,Soleado,En presupuesto,2025-04-23,2025-03-04,112,-50,1320000.0
3,Residencial Altos del Norte,Residencial,Instalaciones,Sanitaria,Punto sanitario,Punto,9,150000,1350000,16,14,16,2,120000.0,1680000.0,1920000.0,-240000.0,14.0,Bogotá,Lluvia,Sobrecosto,2025-05-26,2025-02-18,145,-97,1470000.0
7,Edificio Corporativo Torre Norte,Comercial,Cimentación,Armado,Acero,Kg,90,4500,405000,28,30,28,-2,130000.0,3900000.0,3640000.0,260000.0,-7.0,Bogotá,Soleado,Ahorro,2025-04-28,2025-03-15,117,-44,535000.0
5,Residencial Jardines del Sur,Residencial,Cimentación,Armado,Acero,Kg,82,4500,369000,24,27,24,-3,130000.0,3510000.0,3120000.0,390000.0,-11.0,Bogotá,Soleado,Ahorro,2025-05-17,2025-03-01,136,-77,499000.0
1,Urbanización Los Almendros,Residencial,Equipamiento,Lavadero,Lavadero,Unidad,10,250000,2500000,6,7,6,-1,95000.0,665000.0,570000.0,95000.0,-14.0,Bogotá,Soleado,Ahorro,2025-04-25,2025-02-23,114,-61,2595000.0
0,Conjunto Residencial Marsella,Residencial,Equipamiento,Instalación cocina,MDF,Unidad,8,200000,1600000,12,15,12,-3,110000.0,1650000.0,1320000.0,330000.0,-20.0,Bogotá,Soleado,Ahorro,2025-04-27,2025-02-10,116,-76,1710000.0
1,Urbanización Los Almendros,Residencial,Estructura,Armado,Acero,Kg,86,4500,387000,22,21,22,1,130000.0,2730000.0,2860000.0,-130000.0,5.0,Bogotá,Nublado,Sobrecosto,2025-04-23,2025-03-19,112,-35,517000.0
3,Residencial Altos del Norte,Residencial,Acabados,Estuco,Estuco plástico,Bulto,29,30000,870000,11,11,11,0,95000.0,1045000.0,1045000.0,0.0,0.0,Bogotá,Nublado,En presupuesto,2025-05-21,2025-01-13,140,-128,965000.0
4,Conjunto Horizonte Verde,Residencial,Acabados,Estuco,Estuco plástico,Bulto,20,30000,600000,10,10,10,0,95000.0,950000.0,950000.0,0.0,0.0,Bogotá,Nublado,En presupuesto,2025-05-22,2025-03-05,141,-78,695000.0
3,Residencial Altos del Norte,Residencial,Acabados,Enchape,Cerámica,m2,37,50000,1850000,17,15,17,2,105000.0,1575000.0,1785000.0,-210000.0,13.0,Bogotá,Lluvia,Sobrecosto,2025-05-20,2025-01-22,139,-118,1955000.0
3,Residencial Altos del Norte,Residencial,Acabados,Pintura,Pintura,Galón,11,90000,990000,17,16,17,1,90000.0,1440000.0,1530000.0,-90000.0,6.0,Bogotá,Nublado,Sobrecosto,2025-05-23,2025-01-23,142,-120,1080000.0
6,Centro Comercial Plaza Central,Comercial,Cimentación,Vaciado,Concreto,m3,10,350000,3500000,29,34,29,-5,130000.0,4420000.0,3770000.0,650000.0,-15.0,Bogotá,Nublado,Ahorro,2025-05-07,2025-02-22,126,-74,3630000.0
5,Residencial Jardines del Sur,Residencial,Cimentación,Vaciado,Concreto,m3,8,350000,2800000,21,24,21,-3,130000.0,3120000.0,2730000.0,390000.0,-13.0,Bogotá,Nublado,Ahorro,2025-05-20,2025-03-07,139,-74,2930000.0
5,Residencial Jardines del Sur,Residencial,Instalaciones,Contra incendio,Punto incendio,Punto,9,180000,1620000,11,13,11,-2,120000.0,1560000.0,1320000.0,240000.0,-15.0,Bogotá,Nublado,Ahorro,2025-05-16,2025-01-23,135,-113,1740000.0
2,Conjunto Cerrado Villa Campestre,Residencial,Cimentación,Armado,Acero,Kg,106,4500,477000,23,28,23,-5,130000.0,3640000.0,2990000.0,650000.0,-18.0,Bogotá,Soleado,Ahorro,2025-05-04,2025-01-26,123,-98,607000.0
8,Mall Gran Avenida,Comercial,Cimentación,Vaciado,Concreto,m3,13,350000,4550000,22,28,22,-6,130000.0,3640000.0,2860000.0,780000.0,-21.0,Bogotá,Soleado,Ahorro,2025-04-22,2025-02-24,111,-57,4680000.0
3,Residencial Altos del Norte,Residencial,Equipamiento,Instalación cocina,MDF,Unidad,15,200000,3000000,14,15,14,-1,110000.0,1650000.0,1540000.0,110000.0,-7.0,Bogotá,Soleado,Ahorro,2025-05-28,2025-01-18,147,-130,3110000.0
3,Residencial Altos del Norte,Residencial,Equipamiento,Accesorios baño,Juego sanitario,Unidad,2,300000,600000,7,8,7,-1,100000.0,800000.0,700000.0,100000.0,-13.0,Bogotá,Soleado,Ahorro,2025-05-27,2025-01-23,146,-124,700000.0
0,Conjunto Residencial Marsella,Residencial,Acabados,Enchape,Cerámica,m2,41,50000,2050000,11,14,11,-3,105000.0,1470000.0,1155000.0,315000.0,-21.0,Bogotá,Soleado,Ahorro,2025-05-03,2025-02-03,122,-89,2155000.0
9,Centro Empresarial Nova,Comercial,Acabados,Cielorraso,Drywall,Lámina,12,40000,480000,14,16,14,-2,100000.0,1600000.0,1400000.0,200000.0,-13.0,Bogotá,Soleado,Ahorro,2025-04-28,2025-02-14,117,-73,580000.0
5,Residencial Jardines del Sur,Residencial,Acabados,Cielorraso,Drywall,Lámina,24,40000,960000,15,16,15,-1,100000.0,1600000.0,1500000.0,100000.0,-6.0,Bogotá,Soleado,Ahorro,2025-05-18,2025-02-26,137,-81,1060000.0
4,Conjunto Horizonte Verde,Residencial,Equipamiento,Accesorios baño,Juego sanitario,Unidad,3,300000,900000,8,9,8,-1,100000.0,900000.0,800000.0,100000.0,-11.0,Bogotá,Soleado,Ahorro,2025-05-23,2025-01-23,142,-120,1000000.0
2,Conjunto Cerrado Villa Campestre,Residencial,Equipamiento,Instalación closet,MDF,Unidad,10,200000,2000000,10,12,10,-2,110000.0,1320000.0,1100000.0,220000.0,-17.0,Bogotá,Soleado,Ahorro,2025-05-07,2025-02-08,126,-88,2110000.0
0,Conjunto Residencial Marsella,Residencial,Cimentación,Armado,Acero,Kg,114,4500,513000,26,34,26,-8,130000.0,4420000.0,3380000.0,1040000.0,-24.0,Bogotá,Soleado,Ahorro,2025-04-29,2025-02-05,118,-83,643000.0
9,Centro Empresarial Nova,Comercial,Cimentación,Vaciado,Concreto,m3,12,350000,4200000,21,24,21,-3,130000.0,3120000.0,2730000.0,390000.0,-13.0,Bogotá,Soleado,Ahorro,2025-05-07,2025-03-14,126,-54,4330000.0
1,Urbanización Los Almendros,Residencial,Equipamiento,Accesorios baño,Juego sanitario,Unidad,3,300000,900000,5,4,5,1,100000.0,400000.0,500000.0,-100000.0,25.0,Bogotá,Lluvia,Sobrecosto,2025-04-25,2025-03-01,114,-55,1000000.0
5,Residencial Jardines del Sur,Residencial,Equipamiento,Instalación cocina,MDF,Unidad,6,200000,1200000,12,16,12,-4,110000.0,1760000.0,1320000.0,440000.0,-25.0,Bogotá,Nublado,Ahorro,2025-05-24,2025-03-12,143,-73,1310000.0
0,Conjunto Residencial Marsella,Residencial,Cimentación,Vaciado,Concreto,m3,11,350000,3850000,16,16,16,0,130000.0,2080000.0,2080000.0,0.0,0.0,Bogotá,Soleado,En presupuesto,2025-05-01,2025-03-06,120,-56,3980000.0
9,Centro Empresarial Nova,Comercial,Cimentación,Vaciado,Concreto,m3,6,350000,2100000,17,18,17,-1,130000.0,2340000.0,2210000.0,130000.0,-6.0,Bogotá,Nublado,Ahorro,2025-05-05,2025-02-11,124,-83,2230000.0
5,Residencial Jardines del Sur,Residencial,Acabados,Cielorraso,Drywall,Lámina,17,40000,680000,16,20,16,-4,100000.0,2000000.0,1600000.0,400000.0,-20.0,Bogotá,Soleado,Ahorro,2025-05-19,2025-02-15,138,-93,780000.0
0,Conjunto Residencial Marsella,Residencial,Cimentación,Armado,Acero,Kg,115,4500,517500,16,17,16,-1,130000.0,2210000.0,2080000.0,130000.0,-6.0,Bogotá,Soleado,Ahorro,2025-05-04,2025-02-12,123,-81,647500.0
2,Conjunto Cerrado Villa Campestre,Residencial,Cimentación,Armado,Acero,Kg,84,4500,378000,24,23,24,1,130000.0,2990000.0,3120000.0,-130000.0,4.0,Bogotá,Lluvia,Sobrecosto,2025-05-08,2025-03-15,127,-54,508000.0
3,Residencial Altos del Norte,Residencial,Equipamiento,Instalación closet,MDF,Unidad,7,200000,1400000,9,8,9,1,110000.0,880000.0,990000.0,-110000.0,13.0,Bogotá,Lluvia,Sobrecosto,2025-05-27,2025-01-22,146,-125,1510000.0
9,Centro Empresarial Nova,Comercial,Equipamiento,Accesorios baño,Juego sanitario,Unidad,2,300000,600000,7,8,7,-1,100000.0,800000.0,700000.0,100000.0,-13.0,Bogotá,Nublado,Ahorro,2025-05-02,2025-02-18,121,-73,700000.0
8,Mall Gran Avenida,Comercial,Cimentación,Vaciado,Concreto,m3,15,350000,5250000,27,30,27,-3,130000.0,3900000.0,3510000.0,390000.0,-10.0,Bogotá,Soleado,Ahorro,2025-04-22,2025-03-26,111,-27,5380000.0
8,Mall Gran Avenida,Comercial,Cimentación,Vaciado,Concreto,m3,8,350000,2800000,20,21,20,-1,130000.0,2730000.0,2600000.0,130000.0,-5.0,Bogotá,Soleado,Ahorro,2025-04-30,2025-01-30,119,-90,2930000.0
4,Conjunto Horizonte Verde,Residencial,Estructura,Vaciado,Concreto,m3,11,350000,3850000,16,20,16,-4,130000.0,2600000.0,2080000.0,520000.0,-20.0,Bogotá,Soleado,Ahorro,2025-05-17,2025-01-25,136,-112,3980000.0
4,Conjunto Horizonte Verde,Residencial,Estructura,Armado,Acero,Kg,81,4500,364500,17,19,17,-2,130000.0,2470000.0,2210000.0,260000.0,-11.0,Bogotá,Soleado,Ahorro,2025-05-20,2025-01-23,139,-117,494500.0
5,Residencial Jardines del Sur,Residencial,Acabados,Cielorraso,Drywall,Lámina,32,40000,1280000,11,10,11,1,100000.0,1000000.0,1100000.0,-100000.0,10.0,Bogotá,Lluvia,Sobrecosto,2025-05-19,2025-02-25,138,-83,1380000.0
8,Mall Gran Avenida,Comercial,Acabados,Estuco,Estuco plástico,Bulto,23,30000,690000,13,15,13,-2,95000.0,1425000.0,1235000.0,190000.0,-13.0,Bogotá,Nublado,Ahorro,2025-04-25,2025-01-15,114,-100,785000.0
6,Centro Comercial Plaza Central,Comercial,Instalaciones,Eléctrica,Punto eléctrico,Punto,13,120000,1560000,10,11,10,-1,120000.0,1320000.0,1200000.0,120000.0,-9.0,Bogotá,Nublado,Ahorro,2025-05-07,2025-02-26,126,-70,1680000.0
7,Edificio Corporativo Torre Norte,Comercial,Instalaciones,Acueducto,Punto agua,Punto,6,140000,840000,14,12,14,2,120000.0,1440000.0,1680000.0,-240000.0,17.0,Bogotá,Nublado,Sobrecosto,2025-05-02,2025-02-21,121,-70,960000.0
6,Centro Comercial Plaza Central,Comercial,Instalaciones,Acueducto,Punto agua,Punto,11,140000,1540000,15,13,15,2,120000.0,1560000.0,1800000.0,-240000.0,15.0,Bogotá,Nublado,Sobrecosto,2025-05-07,2025-03-12,126,-56,1660000.0
8,Mall Gran Avenida,Comercial,Instalaciones,Eléctrica,Punto eléctrico,Punto,9,120000,1080000,10,9,10,1,120000.0,1080000.0,1200000.0,-120000.0,11.0,Bogotá,Lluvia,Sobrecosto,2025-05-04,2025-01-17,123,-107,1200000.0
8,Mall Gran Avenida,Comercial,Instalaciones,Acueducto,Punto agua,Punto,20,140000,2800000,19,20,19,-1,120000.0,2400000.0,2280000.0,120000.0,-5.0,Bogotá,Nublado,Ahorro,2025-05-03,2025-02-02,122,-90,2920000.0
4,Conjunto Horizonte Verde,Residencial,Instalaciones,Sanitaria,Punto sanitario,Punto,6,150000,900000,15,19,15,-4,120000.0,2280000.0,1800000.0,480000.0,-21.0,Bogotá,Soleado,Ahorro,2025-05-20,2025-02-06,139,-103,1020000.0
