proyecto,tipo_obra,fase,actividad,material,cantidad_material,costo_unitario,costo_material,horas_trabajadas,costo_mano_obra,costo_estimado,costo_real,diferencia_costo,porcentaje_desviacion,duracion_estimada,duracion_real,retraso_dias,ciudad,clima
Proyecto_12,Infraestructura,Acabados,Pintura,Estuco,,196783,5509924,,2662982,7923485.400163616,8172906,,,,,,Bogotá,
Proyecto_37,Residencial,Estructura,Acero,Acero,,44638,624932,,2988676,3649695.3668807438,3613608,,,,,,Bogotá,
Proyecto_4,Comercial,Cimentación,Pilotes,Cemento,,77022,3543012,,1276938,5118714.983571581,4819950,,,,,,Bogotá,
Proyecto_4,Comercial,Cimentación,Pilotes,Acero,,164251,8048299,,1276938,9413836.708731195,9325237,,,,,,Bogotá,
Proyecto_18,Residencial,Acabados,Enchape,Cerámica,,117023,5149012,,556739,5652756.883886328,5705751,,,,,,Bogotá,
Proyecto_37,Residencial,Equipamiento,Cocina,Madera,,62443,1436189,,2336560,3815019.0807512975,3772749,,,,,,Bogotá,
Proyecto_37,Residencial,Equipamiento,Cocina,Accesorios cocina,,167595,8044560,,2336560,11068614.73974157,10381120,,,,,,Bogotá,
Proyecto_12,Infraestructura,Acabados,Enchape,Cerámica,,127286,6364300,,1698679,7802389.504036078,8062979,,,,,,Bogotá,
Proyecto_1,Infraestructura,Estructura,Encofrado,Madera,,15543,202059,,1905151,2136488.8687148807,2107210,,,,,,Bogotá,
Proyecto_5,Comercial,Acabados,Enchape,Cerámica,,29623,1007182,,2620514,3869702.121346349,3627696,,,,,,Bogotá,
Proyecto_28,Infraestructura,Equipamiento,Baño,Sanitario,,112456,4610696,,2917249,7211169.50576614,7527945,,,,,,Bogotá,
Proyecto_28,Infraestructura,Equipamiento,Baño,Lavamanos,,77065,847715,,2917249,4005106.068288495,3764964,,,,,,Bogotá,
Proyecto_26,Comercial,Instalaciones,Sanitaria,Tubo 2in,,98013,3038403,,2764752,5618137.299646928,5803155,,,,,,Bogotá,
Proyecto_26,Comercial,Instalaciones,Sanitaria,Tubo 4in,,48882,1319814,,2764752,4183061.5178587777,4084566,,,,,,Bogotá,
Proyecto_40,Infraestructura,Cimentación,Excavación,Arena,,146370,1317330,,1382899,2749463.098136985,2700229,,,,,,Bogotá,
Proyecto_40,Infraestructura,Cimentación,Excavación,Grava,,99060,3368040,,1382899,4756426.094682411,4750939,,,,,,Bogotá,
Proyecto_24,Residencial,Equipamiento,Baño,Sanitario,,196429,8446447,,1095970,8782507.214927519,9542417,,,,,,Bogotá,
Proyecto_24,Residencial,Equipamiento,Baño,Lavamanos,,110421,2539683,,1095970,3559773.3477475545,3635653,,,,,,Bogotá,
Proyecto_18,Residencial,Equipamiento,Baño,Sanitario,,150498,3310956,,1233462,4233773.855479099,4544418,,,,,,Bogotá,
Proyecto_18,Residencial,Equipamiento,Baño,Lavamanos,,110784,1661760,,1233462,3093025.857945658,2895222,,,,,,Bogotá,
Proyecto_34,Infraestructura,Equipamiento,Cocina,Madera,,102456,3995784,,2103337,6068424.334383133,6099121,,,,,,Bogotá,
Proyecto_34,Infraestructura,Equipamiento,Cocina,Accesorios cocina,,151811,5161574,,2103337,6929010.8272670265,7264911,,,,,,Bogotá,
Proyecto_13,Infraestructura,Estructura,Acero,Acero,,33545,670900,,1057791,1769360.09827655,1728691,,,,,,Bogotá,
Proyecto_34,Infraestructura,Equipamiento,Baño,Sanitario,,56396,1071524,,1628137,2638965.360490744,2699661,,,,,,Bogotá,
Proyecto_34,Infraestructura,Equipamiento,Baño,Lavamanos,,66778,2470786,,1628137,4439067.129686299,4098923,,,,,,Bogotá,
Proyecto_2,Residencial,Cimentación,Pilotes,Cemento,,149325,2538525,,2488510,5515017.612483216,5027035,,,,,,Bogotá,
Proyecto_2,Residencial,Cimentación,Pilotes,Acero,,198245,9317515,,2488510,12115391.3451054,11806025,,,,,,Bogotá,
Proyecto_34,Infraestructura,Equipamiento,Baño,Sanitario,,25674,667524,,643122,1370099.70223953,1310646,,,,,,Bogotá,
Proyecto_34,Infraestructura,Equipamiento,Baño,Lavamanos,,138974,6809726,,643122,6986953.2760158,7452848,,,,,,Bogotá,
Proyecto_18,Residencial,Cimentación,Excavación,Arena,,135634,2712680,,1527076,4278496.134110741,4239756,,,,,,Bogotá,
Proyecto_18,Residencial,Cimentación,Excavación,Grava,,104194,1875492,,1527076,3740582.461795798,3402568,,,,,,Bogotá,
Proyecto_36,Infraestructura,Equipamiento,Baño,Sanitario,,115894,4056290,,2972233,6372742.159520923,7028523,,,,,,Bogotá,
Proyecto_36,Infraestructura,Equipamiento,Baño,Lavamanos,,47120,659680,,2972233,3886616.6306862077,3631913,,,,,,Bogotá,
Proyecto_38,Residencial,Estructura,Encofrado,Madera,,167894,5372608,,2470027,8250023.931228378,7842635,,,,,,Bogotá,
Proyecto_20,Infraestructura,Estructura,Acero,Acero,,82814,165628,,790037,945196.4236550695,955665,,,,,,Bogotá,
Proyecto_1,Infraestructura,Cimentación,Pilotes,Cemento,,24965,1248250,,2290776,3294253.554201392,3539026,,,,,,Bogotá,
Proyecto_1,Infraestructura,Cimentación,Pilotes,Acero,,154710,6188400,,2290776,9232777.955738522,8479176,,,,,,Bogotá,
Proyecto_4,Comercial,Equipamiento,Cocina,Madera,,127330,6239170,,647812,7574548.119006543,6886982,,,,,,Bogotá,
Proyecto_4,Comercial,Equipamiento,Cocina,Accesorios cocina,,83074,1578406,,647812,2320418.0079609742,2226218,,,,,,Bogotá,
Proyecto_14,Residencial,Acabados,Enchape,Cerámica,,193958,775832,,952517,1635320.193956101,1728349,,,,,,Bogotá,
Proyecto_29,Infraestructura,Estructura,Acero,Acero,,141229,4236870,,2026117,6285066.262118991,6262987,,,,,,Bogotá,
Proyecto_39,Comercial,Cimentación,Pilotes,Cemento,,35016,245112,,736713,958806.5169898411,981825,,,,,,Bogotá,
Proyecto_39,Comercial,Cimentación,Pilotes,Acero,,24852,1043784,,736713,1793710.5093556212,1780497,,,,,,Bogotá,
Proyecto_34,Infraestructura,Equipamiento,Cocina,Madera,,19665,786600,,2464121,3157314.5306273885,3250721,,,,,,Bogotá,
Proyecto_34,Infraestructura,Equipamiento,Cocina,Accesorios cocina,,88719,3282603,,2464121,5458234.266881238,5746724,,,,,,Bogotá,
Proyecto_26,Comercial,Estructura,Encofrado,Madera,,85634,2312118,,1939400,3882039.7460279576,4251518,,,,,,Bogotá,
Proyecto_23,Comercial,Cimentación,Excavación,Arena,,33725,472150,,982633,1311110.810858093,1454783,,,,,,Bogotá,
Proyecto_23,Comercial,Cimentación,Excavación,Grava,,57765,1270830,,982633,2144502.8093634197,2253463,,,,,,Bogotá,
Proyecto_37,Residencial,Estructura,Acero,Acero,,167307,1171149,,1642930,2545542.3404713217,2814079,,,,,,Bogotá,
Proyecto_22,Residencial,Equipamiento,Baño,Sanitario,,86041,860410,,1950020,2772108.540900139,2810430,,,,,,Bogotá,
Proyecto_22,Residencial,Equipamiento,Baño,Lavamanos,,146201,2631618,,1950020,4816325.863644828,4581638,,,,,,Bogotá,
Proyecto_24,Residencial,Equipamiento,Cocina,Madera,,104934,1049340,,1848898,2712658.2619995773,2898238,,,,,,Bogotá,
Proyecto_24,Residencial,Equipamiento,Cocina,Accesorios cocina,,37592,1804416,,1848898,3383241.418161617,3653314,,,,,,Bogotá,
Proyecto_3,Comercial,Cimentación,Excavación,Arena,,42821,813599,,1952737,2767883.2885355074,2766336,,,,,,Bogotá,
Proyecto_3,Comercial,Cimentación,Excavación,Grava,,41871,1214259,,1952737,2873996.1001471267,3166996,,,,,,Bogotá,
Proyecto_30,Comercial,Equipamiento,Cocina,Madera,,72034,72034,,1706500,1709562.2185558586,1778534,,,,,,Bogotá,
Proyecto_30,Comercial,Equipamiento,Cocina,Accesorios cocina,,74352,2825376,,1706500,4325074.274487966,4531876,,,,,,Bogotá,
Proyecto_28,Infraestructura,Acabados,Enchape,Cerámica,,56766,1475916,,2499136,3598254.8037819336,3975052,,,,,,Bogotá,
Proyecto_26,Comercial,Cimentación,Excavación,Arena,,53951,2697550,,582374,3526850.2558336933,3279924,,,,,,Bogotá,
Proyecto_26,Comercial,Cimentación,Excavación,Grava,,62096,683056,,582374,1200001.394193462,1265430,,,,,,Bogotá,
Proyecto_26,Comercial,Equipamiento,Baño,Sanitario,,31667,411671,,2853957,3414892.57272186,3265628,,,,,,Bogotá,
Proyecto_26,Comercial,Equipamiento,Baño,Lavamanos,,61252,918780,,2853957,3662450.28346692,3772737,,,,,,Bogotá,
Proyecto_11,Infraestructura,Instalaciones,Sanitaria,Tubo 2in,,30534,671748,,2671243,3534666.3805217287,3342991,,,,,,Bogotá,
Proyecto_11,Infraestructura,Instalaciones,Sanitaria,Tubo 4in,,63423,2473497,,2671243,5628727.358493373,5144740,,,,,,Bogotá,
Proyecto_35,Infraestructura,Cimentación,Excavación,Arena,,21406,385308,,2941404,3029053.4127203827,3326712,,,,,,Bogotá,
Proyecto_35,Infraestructura,Cimentación,Excavación,Grava,,160142,6886106,,2941404,9658277.59277841,9827510,,,,,,Bogotá,
Proyecto_16,Comercial,Estructura,Encofrado,Madera,,196342,7460996,,1554959,8940946.361034414,9015955,,,,,,Bogotá,
Proyecto_21,Infraestructura,Acabados,Pintura,Pintura,,136151,5309889,,1454667,7034337.809065249,6764556,,,,,,Bogotá,
Proyecto_21,Infraestructura,Acabados,Pintura,Estuco,,72595,1161520,,1454667,2844687.2481407453,2616187,,,,,,Bogotá,
Proyecto_22,Residencial,Acabados,Pintura,Pintura,,114216,114216,,967170,1046766.5787964829,1081386,,,,,,Bogotá,
Proyecto_22,Residencial,Acabados,Pintura,Estuco,,130790,6277920,,967170,6935339.258425219,7245090,,,,,,Bogotá,
Proyecto_36,Infraestructura,Cimentación,Excavación,Arena,,80607,2901852,,1361097,4373728.259276391,4262949,,,,,,Bogotá,
Proyecto_36,Infraestructura,Cimentación,Excavación,Grava,,121330,242660,,1361097,1569441.403683725,1603757,,,,,,Bogotá,
Proyecto_28,Infraestructura,Equipamiento,Cocina,Madera,,96255,96255,,2889761,2800917.2940104036,2986016,,,,,,Bogotá,
Proyecto_28,Infraestructura,Equipamiento,Cocina,Accesorios cocina,,149750,3893500,,2889761,6926091.336199163,6783261,,,,,,Bogotá,
Proyecto_16,Comercial,Cimentación,Pilotes,Cemento,,11951,573648,,1836606,2251836.011361406,2410254,,,,,,Bogotá,
Proyecto_16,Comercial,Cimentación,Pilotes,Acero,,120324,1804860,,1836606,3653155.7562277815,3641466,,,,,,Bogotá,
Proyecto_22,Residencial,Acabados,Pintura,Pintura,,39538,237228,,986612,1180909.0263564675,1223840,,,,,,Bogotá,
Proyecto_22,Residencial,Acabados,Pintura,Estuco,,158494,5388796,,986612,6761285.524389308,6375408,,,,,,Bogotá,
Proyecto_31,Residencial,Estructura,Acero,Acero,,56701,226804,,2530894,2709759.578057731,2757698,,,,,,Bogotá,
Proyecto_37,Residencial,Acabados,Enchape,Cerámica,,76222,1905550,,2358223,4357362.452811798,4263773,,,,,,Bogotá,
Proyecto_37,Residencial,Estructura,Acero,Acero,,73933,1774392,,1375897,3231122.075639277,3150289,,,,,,Bogotá,
Proyecto_5,Comercial,Equipamiento,Baño,Sanitario,,124252,5591340,,2154747,7447836.045039607,7746087,,,,,,Bogotá,
Proyecto_5,Comercial,Equipamiento,Baño,Lavamanos,,23054,23054,,2154747,2217193.168827194,2177801,,,,,,Bogotá,
Proyecto_34,Infraestructura,Cimentación,Pilotes,Cemento,,115279,3343091,,2085680,5560033.815187043,5428771,,,,,,Bogotá,
Proyecto_34,Infraestructura,Cimentación,Pilotes,Acero,,34251,171255,,2085680,2406668.2237910703,2256935,,,,,,Bogotá,
Proyecto_5,Comercial,Instalaciones,Eléctrica,Cable,,119023,357069,,1527810,1886801.928591615,1884879,,,,,,Bogotá,
Proyecto_5,Comercial,Instalaciones,Eléctrica,Tubería eléctrica,,56876,1251272,,1527810,2710289.4741146006,2779082,,,,,,Bogotá,
Proyecto_33,Infraestructura,Equipamiento,Cocina,Madera,,133901,937307,,2154254,2883280.916696813,3091561,,,,,,Bogotá,
Proyecto_33,Infraestructura,Equipamiento,Cocina,Accesorios cocina,,33838,744436,,2154254,2923933.0302926083,2898690,,,,,,Bogotá,
Proyecto_12,Infraestructura,Equipamiento,Baño,Sanitario,,140616,2531088,,2545990,5183875.394204249,5077078,,,,,,Bogotá,
Proyecto_12,Infraestructura,Equipamiento,Baño,Lavamanos,,51218,102436,,2545990,2443817.844862267,2648426,,,,,,Bogotá,
Proyecto_37,Residencial,Equipamiento,Cocina,Madera,,89380,3664580,,654630,4710924.165991874,4319210,,,,,,Bogotá,
Proyecto_37,Residencial,Equipamiento,Cocina,Accesorios cocina,,76055,2509815,,654630,2851385.117109131,3164445,,,,,,Bogotá,
Proyecto_34,Infraestructura,Cimentación,Pilotes,Cemento,,140720,6050960,,2797560,9400324.064087689,8848520,,,,,,Bogotá,
Proyecto_34,Infraestructura,Cimentación,Pilotes,Acero,,177368,1418944,,2797560,4433053.128755377,4216504,,,,,,Bogotá,
Proyecto_10,Infraestructura,Estructura,Acero,Acero,,17670,777480,,2411626,3272560.498067245,3189106,,,,,,Bogotá,
Proyecto_9,Residencial,Estructura,Encofrado,Madera,,19344,483600,,2740944,3215606.4155472787,3224544,,,,,,Bogotá,
Proyecto_39,Comercial,Instalaciones,Contra incendio,Tubería incendio,,73802,1107030,,2513509,3296798.8340503643,3620539,,,,,,Bogotá,
Proyecto_28,Infraestructura,Equipamiento,Baño,Sanitario,,77543,3101720,,1900714,5311547.886938937,5002434,,,,,,Bogotá,
Proyecto_28,Infraestructura,Equipamiento,Baño,Lavamanos,,170222,1191554,,1900714,3150301.4398841867,3092268,,,,,,Bogotá,
Proyecto_28,Infraestructura,Equipamiento,Cocina,Madera,,181246,1812460,,1077776,2941684.2813205775,2890236,,,,,,Bogotá,
Proyecto_28,Infraestructura,Equipamiento,Cocina,Accesorios cocina,,73272,1465440,,1077776,2764097.7345212833,2543216,,,,,,Bogotá,
Proyecto_9,Residencial,Instalaciones,Eléctrica,Cable,,82285,411425,,1713267,2140859.474312411,2124692,,,,,,Bogotá,
Proyecto_9,Residencial,Instalaciones,Eléctrica,Tubería eléctrica,,14067,422010,,1713267,2347588.515276864,2135277,,,,,,Bogotá,
Proyecto_17,Infraestructura,Cimentación,Pilotes,Cemento,,74499,1340982,,2534050,4227623.99236366,3875032,,,,,,Bogotá,
Proyecto_17,Infraestructura,Cimentación,Pilotes,Acero,,170476,4773328,,2534050,7237904.26635348,7307378,,,,,,Bogotá,
Proyecto_10,Infraestructura,Acabados,Pintura,Pintura,,174545,6458165,,664675,7491365.881373222,7122840,,,,,,Bogotá,
Proyecto_10,Infraestructura,Acabados,Pintura,Estuco,,44588,2051048,,664675,2570190.7537110806,2715723,,,,,,Bogotá,
Proyecto_36,Infraestructura,Acabados,Enchape,Cerámica,,103814,3425862,,1919640,5325081.049304971,5345502,,,,,,Bogotá,
Proyecto_22,Residencial,Cimentación,Pilotes,Cemento,,172244,3617124,,1895868,5551208.809711406,5512992,,,,,,Bogotá,
Proyecto_22,Residencial,Cimentación,Pilotes,Acero,,58611,1348053,,1895868,3456719.056828897,3243921,,,,,,Bogotá,
Proyecto_4,Comercial,Acabados,Enchape,Cerámica,,183844,8824512,,2316714,11798403.327074958,11141226,,,,,,Bogotá,
Proyecto_40,Infraestructura,Acabados,Enchape,Cerámica,,166835,5672390,,2294649,7648519.997479205,7967039,,,,,,Bogotá,
Proyecto_19,Comercial,Estructura,Encofrado,Madera,,94711,852399,,1103606,1922469.5206812485,1956005,,,,,,Bogotá,
Proyecto_20,Infraestructura,Acabados,Pintura,Pintura,,195171,6635814,,1142708,7227750.618127012,7778522,,,,,,Bogotá,
Proyecto_20,Infraestructura,Acabados,Pintura,Estuco,,181009,3801189,,1142708,4752225.0968211545,4943897,,,,,,Bogotá,
Proyecto_12,Infraestructura,Cimentación,Excavación,Arena,,38982,389820,,2776255,3383394.259728894,3166075,,,,,,Bogotá,
Proyecto_12,Infraestructura,Cimentación,Excavación,Grava,,42180,337440,,2776255,3226581.8071810645,3113695,,,,,,Bogotá,
Proyecto_14,Residencial,Equipamiento,Baño,Sanitario,,92210,1567570,,1917884,3279385.8829860394,3485454,,,,,,Bogotá,
Proyecto_14,Residencial,Equipamiento,Baño,Lavamanos,,187762,8449290,,1917884,9808426.185147345,10367174,,,,,,Bogotá,
Proyecto_11,Infraestructura,Instalaciones,Eléctrica,Cable,,51787,2589350,,859827,3257633.63770229,3449177,,,,,,Bogotá,
Proyecto_11,Infraestructura,Instalaciones,Eléctrica,Tubería eléctrica,,60380,2234060,,859827,2849091.8238935927,3093887,,,,,,Bogotá,
Proyecto_20,Infraestructura,Equipamiento,Baño,Sanitario,,99307,198614,,1180032,1492685.4267734485,1378646,,,,,,Bogotá,
Proyecto_20,Infraestructura,Equipamiento,Baño,Lavamanos,,87472,2011856,,1180032,3240159.7478064788,3191888,,,,,,Bogotá,
Proyecto_36,Infraestructura,Estructura,Acero,Acero,,137036,3151828,,2435171,6130291.564563546,5586999,,,,,,Bogotá,
Proyecto_23,Comercial,Estructura,Acero,Acero,,24944,99776,,1583136,1572877.4050812656,1682912,,,,,,Bogotá,
Proyecto_30,Comercial,Acabados,Enchape,Cerámica,,121191,1575483,,2326748,3968622.857003594,3902231,,,,,,Bogotá,
Proyecto_12,Infraestructura,Acabados,Enchape,Cerámica,,195378,5665962,,1390136,6912831.040287841,7056098,,,,,,Bogotá,
Proyecto_31,Residencial,Cimentación,Pilotes,Cemento,,71573,2505055,,2047272,5002614.43145814,4552327,,,,,,Bogotá,
Proyecto_31,Residencial,Cimentación,Pilotes,Acero,,19755,908730,,2047272,3157235.165208066,2956002,,,,,,Bogotá,
Proyecto_6,Residencial,Cimentación,Pilotes,Cemento,,134042,3485092,,2133460,5214235.225056719,5618552,,,,,,Bogotá,
Proyecto_6,Residencial,Cimentación,Pilotes,Acero,,121607,5229101,,2133460,6886044.429924945,7362561,,,,,,Bogotá,
Proyecto_32,Comercial,Cimentación,Pilotes,Cemento,,72451,1883726,,1471636,3673451.049609638,3355362,,,,,,Bogotá,
Proyecto_32,Comercial,Cimentación,Pilotes,Acero,,108229,2164580,,1471636,3621389.351367267,3636216,,,,,,Bogotá,
Proyecto_21,Infraestructura,Cimentación,Pilotes,Cemento,,187905,1315335,,2305794,3282204.810444733,3621129,,,,,,Bogotá,
Proyecto_21,Infraestructura,Cimentación,Pilotes,Acero,,17257,172570,,2305794,2645163.488757237,2478364,,,,,,Bogotá,
Proyecto_38,Residencial,Cimentación,Excavación,Arena,,43939,1230292,,2014957,3434180.951474466,3245249,,,,,,Bogotá,
Proyecto_38,Residencial,Cimentación,Excavación,Grava,,168929,506787,,2014957,2705448.7089320607,2521744,,,,,,Bogotá,
Proyecto_12,Infraestructura,Equipamiento,Baño,Sanitario,,156432,4380096,,2643153,7044852.326084165,7023249,,,,,,Bogotá,
Proyecto_12,Infraestructura,Equipamiento,Baño,Lavamanos,,19900,756200,,2643153,3350416.120625187,3399353,,,,,,Bogotá,
Proyecto_5,Comercial,Acabados,Enchape,Cerámica,,82646,3801716,,1578791,5190015.63426564,5380507,,,,,,Bogotá,
Proyecto_27,Residencial,Acabados,Pintura,Pintura,,28365,1248060,,2609003,4053587.4538989826,3857063,,,,,,Bogotá,
Proyecto_27,Residencial,Acabados,Pintura,Estuco,,98150,4809350,,2609003,6710720.441202158,7418353,,,,,,Bogotá,
Proyecto_32,Comercial,Cimentación,Pilotes,Cemento,,14627,365675,,545099,989283.7322912843,910774,,,,,,Bogotá,
Proyecto_32,Comercial,Cimentación,Pilotes,Acero,,140574,1827462,,545099,2495172.2722817413,2372561,,,,,,Bogotá,
Proyecto_5,Comercial,Cimentación,Excavación,Arena,,172010,1204070,,1640456,2862827.9244027133,2844526,,,,,,Bogotá,
Proyecto_5,Comercial,Cimentación,Excavación,Grava,,130127,4424318,,1640456,5987986.941365135,6064774,,,,,,Bogotá,
Proyecto_20,Infraestructura,Equipamiento,Baño,Sanitario,,139543,5442177,,2824471,7633671.744298036,8266648,,,,,,Bogotá,
Proyecto_20,Infraestructura,Equipamiento,Baño,Lavamanos,,28446,1336962,,2824471,4473463.600559434,4161433,,,,,,Bogotá,
Proyecto_30,Comercial,Acabados,Pintura,Pintura,,11727,105543,,2882567,3127912.681933602,2988110,,,,,,Bogotá,
Proyecto_30,Comercial,Acabados,Pintura,Estuco,,12507,125070,,2882567,2745342.407412009,3007637,,,,,,Bogotá,
Proyecto_40,Infraestructura,Acabados,Pintura,Pintura,,83861,3689884,,1222395,5134300.854616773,4912279,,,,,,Bogotá,
Proyecto_40,Infraestructura,Acabados,Pintura,Estuco,,76120,3273160,,1222395,4847628.3310991395,4495555,,,,,,Bogotá,
Proyecto_14,Residencial,Cimentación,Excavación,Arena,,64538,838994,,1641509,2311778.513494764,2480503,,,,,,Bogotá,
Proyecto_14,Residencial,Cimentación,Excavación,Grava,,92487,3699480,,1641509,5705281.737344631,5340989,,,,,,Bogotá,
Proyecto_15,Comercial,Acabados,Pintura,Pintura,,78948,1026324,,2841612,3882485.2072244734,3867936,,,,,,Bogotá,
Proyecto_15,Comercial,Acabados,Pintura,Estuco,,83860,1928780,,2841612,5181765.818798858,4770392,,,,,,Bogotá,
Proyecto_2,Residencial,Cimentación,Excavación,Arena,,72141,216423,,738262,934647.2671774062,954685,,,,,,Bogotá,
Proyecto_2,Residencial,Cimentación,Excavación,Grava,,133512,400536,,738262,1166742.7321634649,1138798,,,,,,Bogotá,
Proyecto_14,Residencial,Estructura,Encofrado,Madera,,174037,2784592,,2028532,4396009.428618465,4813124,,,,,,Bogotá,
Proyecto_1,Infraestructura,Estructura,Encofrado,Madera,,45418,681270,,2656988,3311451.0688184267,3338258,,,,,,Bogotá,
Proyecto_16,Comercial,Acabados,Enchape,Cerámica,,70503,70503,,2251191,2309776.658750235,2321694,,,,,,Bogotá,
Proyecto_12,Infraestructura,Acabados,Pintura,Pintura,,61016,122032,,1570663,1532999.2772805984,1692695,,,,,,Bogotá,
Proyecto_12,Infraestructura,Acabados,Pintura,Estuco,,44407,2042722,,1570663,3449816.194180833,3613385,,,,,,Bogotá,
Proyecto_34,Infraestructura,Acabados,Enchape,Cerámica,,49855,1844635,,1146262,3153778.687957528,2990897,,,,,,Bogotá,
Proyecto_31,Residencial,Acabados,Pintura,Pintura,,133761,1738893,,571618,2278038.007244566,2310511,,,,,,Bogotá,
Proyecto_31,Residencial,Acabados,Pintura,Estuco,,199562,8381604,,571618,9831276.521492796,8953222,,,,,,Bogotá,
Proyecto_32,Comercial,Estructura,Acero,Acero,,178289,4100647,,2372500,6081520.437635776,6473147,,,,,,Bogotá,
Proyecto_35,Infraestructura,Cimentación,Excavación,Arena,,12624,454464,,878866,1220992.2038260517,1333330,,,,,,Bogotá,
Proyecto_35,Infraestructura,Cimentación,Excavación,Grava,,173138,2943346,,878866,3505268.2852579197,3822212,,,,,,Bogotá,
Proyecto_5,Comercial,Equipamiento,Cocina,Madera,,90504,4344192,,1624140,5956798.189915196,5968332,,,,,,Bogotá,
Proyecto_5,Comercial,Equipamiento,Cocina,Accesorios cocina,,153397,6596071,,1624140,7603673.550828065,8220211,,,,,,Bogotá,
Proyecto_2,Residencial,Acabados,Pintura,Pintura,,21631,735454,,2521527,3021339.17004057,3256981,,,,,,Bogotá,
Proyecto_2,Residencial,Acabados,Pintura,Estuco,,169509,4915761,,2521527,7511108.168524382,7437288,,,,,,Bogotá,
Proyecto_17,Infraestructura,Instalaciones,Sanitaria,Tubo 2in,,138617,3742659,,1151487,4411605.363696068,4894146,,,,,,Bogotá,
Proyecto_17,Infraestructura,Instalaciones,Sanitaria,Tubo 4in,,108090,3026520,,1151487,4461165.962297362,4178007,,,,,,Bogotá,
Proyecto_25,Residencial,Estructura,Encofrado,Madera,,62355,1558875,,2645277,4482397.667648363,4204152,,,,,,Bogotá,
Proyecto_33,Infraestructura,Acabados,Enchape,Cerámica,,84783,3815235,,873725,4489391.873165832,4688960,,,,,,Bogotá,
Proyecto_24,Residencial,Equipamiento,Baño,Sanitario,,69480,555840,,2337162,2793863.7377818576,2893002,,,,,,Bogotá,
Proyecto_24,Residencial,Equipamiento,Baño,Lavamanos,,128694,2059104,,2337162,4127926.762647786,4396266,,,,,,Bogotá,
Proyecto_20,Infraestructura,Estructura,Acero,Acero,,79325,1665825,,2859016,4250815.0106330095,4524841,,,,,,Bogotá,
Proyecto_39,Comercial,Cimentación,Excavación,Arena,,18202,709878,,1377799,2169554.949328877,2087677,,,,,,Bogotá,
Proyecto_39,Comercial,Cimentación,Excavación,Grava,,16702,334040,,1377799,1656167.881567746,1711839,,,,,,Bogotá,
Proyecto_29,Infraestructura,Equipamiento,Baño,Sanitario,,140030,4761020,,1006098,6153657.790414264,5767118,,,,,,Bogotá,
Proyecto_29,Infraestructura,Equipamiento,Baño,Lavamanos,,127908,6395400,,1006098,7802346.147052402,7401498,,,,,,Bogotá,
Proyecto_2,Residencial,Cimentación,Pilotes,Cemento,,193108,3282836,,1816746,5516702.542077901,5099582,,,,,,Bogotá,
Proyecto_2,Residencial,Cimentación,Pilotes,Acero,,65713,788556,,1816746,2513779.8236055444,2605302,,,,,,Bogotá,
Proyecto_25,Residencial,Estructura,Acero,Acero,,129823,3245575,,2439133,6134104.201910464,5684708,,,,,,Bogotá,
Proyecto_7,Comercial,Acabados,Pintura,Pintura,,179522,6462792,,1939523,8826723.237348247,8402315,,,,,,Bogotá,
Proyecto_7,Comercial,Acabados,Pintura,Estuco,,160668,6105384,,1939523,8046960.460487396,8044907,,,,,,Bogotá,
Proyecto_15,Comercial,Instalaciones,Eléctrica,Cable,,154093,5393255,,2570403,7400042.9129660325,7963658,,,,,,Bogotá,
Proyecto_15,Comercial,Instalaciones,Eléctrica,Tubería eléctrica,,175844,2110128,,2570403,4700768.192595508,4680531,,,,,,Bogotá,
Proyecto_19,Comercial,Cimentación,Excavación,Arena,,199735,3195760,,1296285,4368226.629333793,4492045,,,,,,Bogotá,
Proyecto_19,Comercial,Cimentación,Excavación,Grava,,21142,1035958,,1296285,2216570.7434833706,2332243,,,,,,Bogotá,
Proyecto_13,Infraestructura,Instalaciones,Contra incendio,Tubería incendio,,84167,1599173,,2514323,4351884.410935576,4113496,,,,,,Bogotá,
Proyecto_11,Infraestructura,Instalaciones,Sanitaria,Tubo 2in,,134229,5771847,,1799691,7378354.115920263,7571538,,,,,,Bogotá,
Proyecto_11,Infraestructura,Instalaciones,Sanitaria,Tubo 4in,,169847,2717552,,1799691,4165435.649034956,4517243,,,,,,Bogotá,
Proyecto_30,Comercial,Acabados,Enchape,Cerámica,,65371,2876324,,1387612,4079208.804033892,4263936,,,,,,Bogotá,
Proyecto_35,Infraestructura,Equipamiento,Cocina,Madera,,145617,2621106,,2543006,5285574.492983611,5164112,,,,,,Bogotá,
Proyecto_35,Infraestructura,Equipamiento,Cocina,Accesorios cocina,,126299,631495,,2543006,3260560.2154368456,3174501,,,,,,Bogotá,
Proyecto_24,Residencial,Equipamiento,Baño,Sanitario,,75476,1584996,,808719,2473273.621116787,2393715,,,,,,Bogotá,
Proyecto_24,Residencial,Equipamiento,Baño,Lavamanos,,61239,2510799,,808719,3196191.3980097272,3319518,,,,,,Bogotá,
Proyecto_3,Comercial,Acabados,Enchape,Cerámica,,160873,5469682,,2934415,7614259.177110897,8404097,,,,,,Bogotá,
Proyecto_3,Comercial,Instalaciones,Eléctrica,Cable,,35567,1067010,,913848,1920466.9313267197,1980858,,,,,,Bogotá,
Proyecto_3,Comercial,Instalaciones,Eléctrica,Tubería eléctrica,,101685,1932015,,913848,3110731.435775321,2845863,,,,,,Bogotá,
